,PLR_ID,public_tra,eating,culture,community,health_car,public_ser,education,outdoor_fa,outdoor_le,night_life,water,mig_rate,ave_rent,social_hou,public_hou,five_y_pls,rent_to_pr,dyn_r_to_p,sales,dyn_sales,unemployme,welfare,child_pov,dyn_unempl,dyn_welfar,dyn_child,B_1940,B_1941_199,B_1991_201,vegpm20,other_sch,vocat_sch,primary_sc,Gymnasium,secon_sch,priv_schoo,sp_nee_sch,kita,stations,HK_EU15,HK_EU28,HK_Polen,HK_EheJug,HK_EheSU,HK_Turk,HK_Arab,HK_Sonst,HK_NZOrd,Cluster,Clusters,PLR_NAME,BZR_NAME,Bezirk
198,7400720,217,50,7,6,24,32,1,256,8,20,15,38.67,10.47,2.76,12.69,66.78,1.18,33.74,0.55,39.09,5.67,11.85,27.85,1.46,-1.23,-0.63,58.53,34.03,7.44,2.1,0,1,3,1,1,4,0,35,5,14.69,29.6,8.78,6.04,3.62,25.95,6.99,16.53,11.27,2,"average social index, average migration rate",Gontermannstraße,Tempelhof Nord,Tempelhof-Schöneberg
199,5200631,79,31,0,1,22,11,0,67,12,12,0,37.43,8.82,10.45,19.87,67.09,0.32,15.61,0.32,29.07,7.34,15.91,39.48,1.15,-1.92,-1.83,79.67,18.76,1.57,2.49,0,0,2,0,1,1,1,21,0,9.15,33.64,10.73,8.49,6.84,14.28,14.39,16.87,5.49,3,"somewhat low social index, average migration rate",Wilhelmstadt Ost,Wilhelmstadt,Spandau
200,4100102,100,1,0,2,3,8,0,51,3,2,0,56.03,7.45,10.92,47.13,71.33,0.0,8.03,0.23,28.42,10.8,24.14,50.64,2.04,-2.5,-2.23,0.01,77.73,22.25,2.2,0,1,1,0,0,0,0,4,4,3.06,24.51,14.52,5.3,13.48,18.05,16.6,13.0,9.06,1,"very low social index, very high migration rate",Paul-Hertz-Siedlung,Charlottenburg Nord,Charlottenburg-Wilmersdorf
201,12500926,132,19,0,1,12,10,0,25,6,4,0,31.74,7.55,1.57,42.18,69.89,0.05,10.73,0.23,15.81,6.4,10.37,28.29,1.2,-1.72,-5.91,54.34,35.59,10.07,4.06,0,2,3,0,1,1,1,15,3,7.68,29.52,11.92,5.09,9.28,15.76,13.74,20.56,6.04,2,"average social index, average migration rate",Wittenau Mitte,Nord 2 - Waidmannslust/Wittenau/Lübars,Reinickendorf
202,10200417,47,4,0,0,4,5,0,123,0,1,0,33.56,8.62,2.55,38.33,65.45,0.0,0.0,0.09,6.07,8.72,23.65,43.45,1.0,-4.95,-5.64,0.0,69.44,30.56,2.92,0,0,3,1,2,0,0,9,7,1.97,23.3,8.97,5.58,35.6,3.07,7.84,23.7,0.9,3,"somewhat low social index, average migration rate",Zossener Straße,Hellersdorf Nord,Marzahn-Hellersdorf
203,3400722,111,49,4,2,41,18,3,160,15,10,5,17.64,10.51,1.65,20.15,66.12,1.64,45.45,0.45,29.43,1.71,3.44,4.45,0.21,-0.12,0.73,50.92,6.89,42.19,5.06,0,1,4,1,1,4,0,44,11,22.08,42.9,10.19,3.33,12.27,3.61,7.66,27.59,2.63,0,"high social index, low migration rate",Parkstraße,Pankow Zentrum,Pankow
204,11300721,150,34,0,0,22,30,1,443,28,13,3,56.34,8.72,0.59,32.85,62.1,0.44,10.66,0.06,6.99,3.55,9.35,24.06,1.01,0.15,-5.05,17.06,78.51,4.43,3.4,0,1,6,0,1,5,2,20,30,7.78,41.69,17.86,5.42,13.14,1.49,5.32,32.18,0.76,2,"average social index, average migration rate",Herzbergstraße,Alt-Lichtenberg,Lichtenberg
205,11200514,62,24,0,2,8,15,0,165,15,14,5,29.38,8.91,2.76,35.97,64.35,0.05,11.54,0.17,10.58,6.63,13.32,34.4,2.03,-0.17,0.7,18.84,53.22,27.94,2.23,0,0,3,1,2,0,1,18,15,4.54,19.91,6.0,5.06,23.52,2.38,9.79,37.55,1.78,3,"somewhat low social index, average migration rate",Landsberger Allee,Alt-Hohenschönhausen Süd,Lichtenberg
206,1400942,106,96,2,6,83,20,2,303,6,48,10,53.72,9.6,5.88,15.24,61.66,1.04,68.97,0.53,43.52,7.16,17.15,47.68,1.6,-2.9,-6.63,90.47,7.94,1.6,2.69,0,0,5,0,1,0,1,54,6,14.65,33.33,5.93,3.41,5.74,16.19,14.93,21.87,4.54,3,"somewhat low social index, average migration rate",Westliche Müllerstraße,Parkviertel,Mitte
207,5200525,74,4,0,0,7,8,0,32,3,1,0,45.94,8.82,10.45,19.87,67.09,0.32,15.61,0.32,29.07,0.66,6.09,5.9,0.04,-0.03,0.12,3.9,29.11,66.98,4.19,0,0,1,0,0,1,0,12,0,4.55,30.9,15.95,5.7,11.62,9.65,16.53,21.5,4.1,2,"average social index, average migration rate",Pillnitzer Weg,Heerstraße,Spandau
208,8401140,60,12,0,0,7,9,0,18,7,1,1,34.95,7.9,18.56,9.79,73.56,0.03,12.52,0.2,10.66,4.84,9.36,21.88,1.63,-0.72,-1.92,16.32,59.97,23.71,2.28,0,0,1,0,0,0,0,6,0,10.67,29.07,10.59,7.47,3.92,27.47,10.36,9.19,12.52,2,"average social index, average migration rate",Vogelviertel Nord,Buckow Nord,Neukölln
209,9501941,112,39,2,2,16,17,1,149,5,15,0,15.61,10.57,0.95,15.21,67.2,0.3,24.12,0.22,22.6,2.58,3.92,8.55,0.86,0.18,1.65,14.35,23.49,62.15,2.48,0,0,2,1,0,2,0,23,16,14.45,39.87,10.61,2.88,19.18,2.22,11.04,23.13,1.68,0,"high social index, low migration rate",Friedrichshagener Straße,Dammvorstadt,Treptow-Köpenick
210,7601546,80,12,1,0,24,12,1,40,2,1,0,20.08,8.34,9.91,15.31,70.22,0.54,9.61,0.31,22.89,1.88,4.46,8.33,0.48,0.05,0.13,24.73,55.82,19.45,4.52,0,0,1,1,0,0,0,6,2,11.86,44.97,21.7,7.21,7.06,7.06,6.68,22.07,4.96,0,"high social index, low migration rate",Franziusweg,Lichtenrade Süd,Tempelhof-Schöneberg
211,2300316,123,183,15,7,19,24,0,245,8,62,5,55.03,12.69,7.38,9.37,68.16,1.6,90.77,0.63,42.43,6.66,16.18,31.96,0.95,-1.08,2.24,71.26,28.73,0.01,2.42,0,2,2,0,1,4,0,43,4,17.21,23.7,2.15,1.72,1.9,40.78,7.16,15.79,8.95,3,"somewhat low social index, average migration rate",Köpenicker Straße,Nördliche Luisenstadt,Friedrichshain-Kreuzberg
212,10300734,163,13,1,0,5,26,1,243,4,0,1,12.08,9.55,2.81,14.68,67.81,0.04,1.88,0.04,2.53,0.58,1.62,2.71,0.12,0.52,0.72,17.47,16.88,65.65,3.4,0,0,2,0,1,1,0,10,4,6.45,31.91,14.38,3.49,28.68,1.4,1.83,27.64,5.06,0,"high social index, low migration rate",Biesdorf Süd,Biesdorf,Marzahn-Hellersdorf
213,7100206,118,167,9,7,39,22,2,197,13,45,6,56.38,11.23,12.67,18.75,66.08,1.15,70.52,0.66,49.02,5.26,14.85,24.34,0.01,-1.42,-3.9,74.09,24.91,1.0,2.84,0,0,5,1,1,2,0,36,6,13.75,23.33,3.66,4.51,10.27,27.66,11.02,16.15,7.05,3,"somewhat low social index, average migration rate",Großgörschenstraße,Schöneberg Nordost,Tempelhof-Schöneberg
214,1200518,53,75,3,5,26,24,0,62,2,27,1,62.88,14.53,6.69,4.41,59.13,1.19,87.17,0.84,52.36,7.92,19.37,51.08,1.73,-2.66,-1.83,74.96,22.81,2.23,1.65,0,0,2,0,0,3,0,25,1,13.43,32.57,7.94,6.39,3.62,13.41,17.57,21.11,5.33,1,"very low social index, very high migration rate",Beusselkiez,Moabit West,Mitte
215,12200414,92,8,0,0,6,15,0,42,6,5,1,33.56,8.25,4.12,17.58,65.06,0.55,22.87,0.48,39.84,3.62,9.73,30.64,0.39,1.23,2.83,51.37,41.52,7.11,3.85,0,0,0,1,0,0,0,9,2,9.94,29.36,8.93,7.65,5.79,16.66,12.66,17.82,10.06,2,"average social index, average migration rate",TXL,West 1 - Tegel-Süd/Flughafensee,Reinickendorf
216,4400831,81,18,1,0,12,10,0,45,0,4,2,28.09,12.38,7.95,9.01,68.32,0.74,48.16,0.9,57.79,0.76,1.78,3.53,0.04,0.08,1.01,28.88,60.46,10.66,6.98,0,0,3,0,0,1,0,5,0,16.82,29.91,6.78,3.5,20.09,2.81,5.14,32.71,5.84,0,"high social index, low migration rate",Messelpark,Schmargendorf,Charlottenburg-Wilmersdorf
217,6300526,107,34,0,0,13,13,1,84,2,4,5,29.79,10.84,3.52,2.48,68.34,0.67,30.72,0.54,44.5,2.31,5.01,9.79,0.68,-0.18,2.16,64.65,24.94,10.41,4.64,0,0,1,2,1,2,0,11,1,14.05,31.04,10.13,3.18,10.64,6.29,8.04,36.96,3.86,0,"high social index, low migration rate",Zehlendorf Mitte,Teltower Damm,Steglitz-Zehlendorf
218,9200819,103,33,1,4,8,17,1,113,10,6,1,22.68,10.22,2.91,25.39,55.4,0.7,40.51,0.52,43.23,6.71,15.67,37.43,1.15,-2.12,-4.44,27.06,50.2,22.74,2.11,0,0,1,1,1,0,0,14,14,7.93,40.81,18.66,5.02,11.53,3.65,20.03,17.52,1.43,3,"somewhat low social index, average migration rate",Köllnische Vorstadt,Köllnische Vorstadt/Spindlersfeld,Treptow-Köpenick
219,4501150,95,96,3,1,96,27,5,112,2,14,2,38.33,12.9,3.14,3.93,65.66,2.76,101.87,1.02,70.4,3.54,6.35,11.31,0.47,-0.56,-1.71,51.48,44.85,3.67,3.19,0,2,2,3,1,1,2,47,2,18.79,34.66,7.16,4.14,12.75,7.24,5.78,28.79,6.63,2,"average social index, average migration rate",Wilhelmsaue,Volkspark Wilmersdorf,Charlottenburg-Wilmersdorf
220,6100206,95,36,2,1,33,20,1,81,3,11,1,30.43,10.79,2.02,1.42,67.92,0.99,55.09,0.97,60.36,3.3,6.82,11.28,0.73,-0.94,-2.9,52.39,43.61,4.0,5.06,0,0,3,1,1,1,0,19,0,12.05,34.42,11.33,7.24,11.84,7.33,9.47,22.72,6.98,2,"average social index, average migration rate",Stadtpark,Albrechtstraße,Steglitz-Zehlendorf
221,8100311,95,197,15,8,53,30,1,173,1,89,1,50.01,11.52,6.73,9.55,62.9,1.41,98.74,0.49,41.44,5.51,12.19,24.41,1.43,-0.84,-2.69,83.66,14.34,2.0,2.52,0,0,3,2,2,2,0,66,2,25.91,36.23,4.62,5.16,2.57,19.54,9.43,20.59,6.48,2,"average social index, average migration rate",Reuterplatz,Reuterstraße,Neukölln
222,10100210,100,17,1,3,3,18,0,209,7,5,0,26.65,7.21,1.03,35.26,70.54,0.2,12.64,0.06,3.41,5.98,14.0,32.78,1.13,-1.63,-4.42,0.0,99.84,0.16,2.29,0,0,2,1,0,2,0,15,10,3.73,20.3,7.09,3.65,42.3,4.31,7.61,18.89,2.94,3,"somewhat low social index, average migration rate",Marzahner Promenade,Marzahn Mitte,Marzahn-Hellersdorf
223,9501736,100,25,0,1,10,14,0,96,3,5,0,10.93,10.57,0.95,15.2,67.2,0.3,24.13,0.22,22.61,5.06,6.32,10.36,-0.29,-0.93,-3.8,44.73,42.68,12.58,5.25,1,0,1,0,1,1,1,12,16,13.58,36.15,12.73,4.07,14.08,2.27,20.8,21.88,0.75,0,"high social index, low migration rate",Hirschgarten,Friedrichshagen,Treptow-Köpenick
224,10100312,62,7,0,1,18,9,0,158,14,3,1,26.55,7.23,1.04,35.09,70.52,0.2,12.55,0.06,3.4,4.69,11.03,25.01,0.48,-1.5,-6.39,0.06,97.65,2.29,2.69,0,1,2,1,0,1,1,16,7,4.01,18.86,5.89,3.72,48.57,2.02,7.28,17.06,2.5,2,"average social index, average migration rate",Springpfuhl,Marzahn Süd,Marzahn-Hellersdorf
225,12100205,307,46,3,3,51,33,0,151,23,31,0,46.27,8.97,5.88,3.05,63.87,0.74,22.53,0.52,40.42,6.95,16.66,39.7,1.2,-2.44,-5.87,57.27,39.25,3.47,3.6,0,0,5,1,3,1,0,40,8,7.27,28.19,13.28,6.28,4.97,22.31,10.46,19.8,8.0,3,"somewhat low social index, average migration rate",Teichstraße,Ost 2 - Alt-Reinickendorf,Reinickendorf
226,2200210,176,216,11,9,49,44,1,201,18,53,4,43.77,14.41,5.66,4.93,63.4,2.54,131.99,0.63,47.98,4.64,10.13,19.43,1.21,-0.82,-0.55,74.45,23.77,1.79,3.29,0,1,7,2,4,1,1,57,6,26.59,39.15,5.7,3.98,4.14,16.45,8.42,23.65,4.22,2,"average social index, average migration rate",Urbanstraße,Tempelhofer Vorstadt,Friedrichshain-Kreuzberg
227,3701556,88,290,21,7,43,32,4,133,3,85,6,36.08,11.26,0.39,12.77,61.17,2.93,88.37,0.88,59.89,1.98,4.29,6.24,0.49,0.38,2.03,78.62,7.7,13.68,3.05,0,0,6,1,0,11,1,49,13,36.66,47.34,3.85,1.08,9.51,1.91,4.55,34.34,1.27,0,"high social index, low migration rate",Kollwitzplatz,Prenzlauer Berg Südwest,Pankow
228,5300736,149,51,7,3,16,16,0,142,17,14,1,52.69,8.33,10.42,30.68,65.92,0.29,4.37,0.4,34.25,6.42,18.33,36.88,1.07,-1.54,-2.52,4.63,74.72,20.65,2.37,0,2,2,0,0,0,0,14,5,4.38,26.78,17.29,4.32,10.34,24.47,9.22,11.44,13.43,3,"somewhat low social index, average migration rate",Zitadellenweg,Haselhorst,Spandau
229,6200419,72,4,0,0,5,10,0,12,2,3,0,50.4,9.29,6.22,9.61,68.98,1.13,20.78,0.43,31.99,7.18,14.52,35.79,0.45,-2.79,-8.52,6.37,92.71,0.92,3.82,0,1,1,0,0,0,0,7,2,6.37,26.35,16.38,3.94,14.11,12.92,13.09,22.75,6.84,3,"somewhat low social index, average migration rate",Thermometersiedlung,Ostpreußendamm,Steglitz-Zehlendorf
230,2400625,155,180,16,11,36,40,0,234,9,70,9,68.77,14.63,1.12,37.45,59.69,0.69,121.08,0.82,56.42,6.01,17.69,57.69,0.66,-3.26,-0.84,19.05,80.95,0.0,0.6,0,2,2,2,1,5,1,38,9,14.56,56.31,3.86,1.87,9.33,6.23,3.74,21.4,1.12,1,"very low social index, very high migration rate",Wriezener Bahnhof,Karl-Marx-Allee Süd,Friedrichshain-Kreuzberg
231,6300630,141,27,0,2,14,19,1,54,6,11,1,39.25,10.8,3.59,2.66,68.36,0.68,30.52,0.54,44.24,4.84,8.77,21.74,1.39,0.9,5.82,49.93,28.97,21.1,4.44,0,1,5,4,1,1,1,21,0,9.9,29.55,10.85,4.2,7.16,9.8,16.05,28.95,4.29,2,"average social index, average migration rate",Hindenburgdamm,Drakestraße,Steglitz-Zehlendorf
232,11300617,75,19,0,1,22,24,0,188,4,14,5,30.2,8.72,0.59,32.85,62.09,0.44,10.65,0.06,6.99,6.57,11.0,33.85,1.32,-1.07,-6.92,3.58,91.22,5.2,3.51,0,0,3,1,0,5,2,20,14,7.77,21.9,5.69,3.57,24.21,2.99,10.27,34.38,2.68,3,"somewhat low social index, average migration rate",Fennpfuhlpark,Fennpfuhl,Lichtenberg
233,7501029,149,26,0,7,25,19,0,21,6,14,0,42.15,8.3,8.03,10.09,68.32,0.91,24.9,0.39,37.21,6.19,14.22,35.91,0.8,-1.04,-2.21,45.62,52.58,1.8,2.32,0,0,4,2,1,2,0,24,4,8.96,30.61,12.42,6.83,7.15,17.79,13.52,13.41,10.68,3,"somewhat low social index, average migration rate",Ringstraße,Mariendorf Nord,Tempelhof-Schöneberg
234,9100101,168,95,10,7,45,28,0,627,11,45,7,33.18,10.73,0.59,18.69,65.12,0.91,35.31,0.55,36.12,4.74,9.51,16.46,0.38,-0.8,-1.11,57.96,26.13,15.91,4.74,0,0,6,0,3,4,1,49,2,24.34,38.45,6.81,4.5,6.96,11.6,8.98,25.69,3.83,2,"average social index, average migration rate",Alt-Treptow,Alt-Treptow,Treptow-Köpenick
235,4300623,158,340,10,2,77,42,3,150,8,61,8,55.03,13.07,4.71,6.8,64.77,1.89,98.67,1.06,72.07,4.39,9.61,21.47,0.7,-1.15,-1.49,56.48,37.26,6.26,1.98,0,2,4,2,2,3,1,37,7,18.66,34.72,5.97,5.1,9.32,8.98,10.69,26.93,4.25,2,"average social index, average migration rate",Karl-August-Platz,Otto-Suhr-Allee/Kantstraße,Charlottenburg-Wilmersdorf
236,5300737,72,9,0,0,2,8,0,46,20,3,1,45.15,8.33,10.42,30.69,65.92,0.29,4.36,0.4,34.25,8.22,17.65,43.82,1.4,-1.39,-2.2,61.3,35.33,3.37,2.32,0,2,2,0,0,0,0,9,2,6.38,35.4,21.65,4.52,13.06,15.9,12.23,10.92,7.96,3,"somewhat low social index, average migration rate",Gartenfelder Straße,Haselhorst,Spandau
237,6300524,126,25,0,0,11,10,1,71,3,0,3,24.07,10.84,3.52,2.48,68.34,0.67,30.72,0.54,44.51,2.44,4.14,10.03,0.98,-0.69,-1.77,32.8,63.02,4.19,4.06,0,0,1,2,0,0,0,12,1,14.88,28.83,7.55,3.77,10.75,5.41,12.38,35.52,3.35,0,"high social index, low migration rate",Berlepschstraße,Teltower Damm,Steglitz-Zehlendorf
238,1200623,154,61,4,4,21,24,1,187,8,25,3,50.5,14.53,6.69,4.41,59.13,1.19,87.17,0.84,52.36,5.71,13.69,28.67,1.7,-1.96,-5.39,72.07,22.99,4.94,3.83,0,1,2,0,2,2,0,34,8,17.2,31.31,6.5,4.2,5.53,18.68,12.76,21.71,5.81,3,"somewhat low social index, average migration rate",Stephankiez,Moabit Ost,Mitte
239,5200632,132,26,4,1,13,19,0,99,5,11,1,46.98,8.82,10.45,19.86,67.09,0.32,15.62,0.32,29.09,7.38,20.89,47.46,0.46,-1.58,-1.41,42.13,44.24,13.63,4.74,0,0,1,0,0,1,0,14,3,5.74,25.62,8.75,11.52,7.12,9.64,23.44,18.79,3.86,3,"somewhat low social index, average migration rate",Tiefwerder,Wilhelmstadt,Spandau
240,4400835,115,65,4,2,119,24,2,152,3,16,3,28.38,12.38,7.94,9.0,68.32,0.74,48.19,0.9,57.81,2.33,4.89,8.09,0.33,-0.06,0.83,66.55,29.92,3.54,3.7,0,0,5,3,1,0,0,37,4,20.94,35.97,7.82,3.65,9.92,5.79,6.37,32.9,5.4,0,"high social index, low migration rate",Rüdesheimer Platz,Schmargendorf,Charlottenburg-Wilmersdorf
241,3300411,58,7,0,1,7,9,1,47,26,0,1,19.76,9.21,10.06,4.96,71.31,0.7,17.16,0.01,0.46,3.93,10.96,23.19,1.23,0.75,2.1,28.09,6.66,65.25,1.44,0,0,2,1,0,0,0,14,0,8.31,26.68,11.41,3.66,22.17,2.44,18.04,26.02,0.99,2,"average social index, average migration rate",Karow Nord,Karow,Pankow
242,10200627,61,8,0,1,9,15,0,148,9,3,1,20.3,8.62,2.55,38.33,65.45,0.0,0.01,0.09,6.07,4.65,12.24,29.23,0.53,-2.2,-9.05,5.02,72.94,22.04,2.54,0,0,2,0,2,1,0,14,3,4.03,20.84,8.59,3.72,40.61,2.58,13.72,17.1,1.42,2,"average social index, average migration rate",Am Kienberg,Hellersdorf Süd,Marzahn-Hellersdorf
243,2300418,91,268,10,9,35,36,1,315,10,102,3,49.72,12.68,7.37,9.36,68.14,1.6,90.65,0.62,42.39,6.69,13.46,23.82,1.92,-1.39,-3.4,74.34,20.67,4.99,3.83,0,1,4,0,2,3,0,68,3,24.97,33.41,3.64,2.7,2.14,26.66,7.09,21.2,6.8,3,"somewhat low social index, average migration rate",Reichenberger Straße Ost,Südliche Luisenstadt,Friedrichshain-Kreuzberg
244,2500728,72,154,5,7,37,22,4,254,10,74,2,34.16,13.97,0.74,8.37,52.41,3.05,152.37,1.12,84.35,4.35,7.31,11.05,1.25,-0.64,-1.34,84.99,8.13,6.88,1.38,0,0,4,2,0,1,1,41,14,33.57,46.67,5.31,2.7,8.8,2.79,5.53,31.63,1.88,2,"average social index, average migration rate",Samariterviertel,Frankfurter Allee Nord,Friedrichshain-Kreuzberg
245,1200627,104,42,1,1,9,11,0,238,4,8,0,64.78,14.53,6.69,4.41,59.13,1.19,87.17,0.84,52.36,11.22,25.73,46.28,4.57,-0.16,8.84,2.94,97.06,0.0,3.33,0,1,1,0,0,0,0,15,6,6.26,17.41,7.02,6.68,13.46,16.83,22.85,14.8,7.97,1,"very low social index, very high migration rate",Zillesiedlung,Moabit Ost,Mitte
246,5400945,56,16,0,0,5,9,0,34,0,1,0,15.94,9.89,1.49,1.78,73.97,0.08,6.76,0.1,8.12,1.32,1.82,3.81,0.29,0.32,-1.24,8.4,75.23,16.38,5.17,0,0,1,0,0,1,0,5,0,19.73,41.37,11.96,3.6,14.23,3.04,5.69,29.79,2.28,0,"high social index, low migration rate",Kafkastraße,Gatow/Kladow,Spandau
247,8200729,103,14,0,0,6,16,0,260,22,3,6,37.92,8.67,10.47,15.16,70.38,0.75,28.97,0.35,17.98,3.49,5.68,8.92,0.55,-1.03,0.64,16.17,58.53,25.29,3.98,0,0,0,0,1,1,2,9,0,9.3,27.04,9.69,5.2,3.3,26.6,6.57,14.59,16.7,2,"average social index, average migration rate",Britzer Garten,Britz,Neukölln
248,2200207,147,136,15,4,32,31,1,279,18,37,4,40.15,14.4,5.64,4.92,63.39,2.54,131.97,0.63,48.02,1.0,3.05,6.17,0.1,-0.25,-0.29,44.32,0.53,55.15,2.37,0,1,5,0,1,1,0,33,8,21.11,33.92,4.05,1.05,8.03,8.77,7.15,36.78,4.31,0,"high social index, low migration rate",Gleisdreieck,Tempelhofer Vorstadt,Friedrichshain-Kreuzberg
249,12200413,62,10,2,2,5,10,0,31,8,2,0,41.14,8.25,4.12,17.57,65.06,0.55,22.88,0.48,39.85,8.08,19.58,42.69,1.38,-0.86,1.08,34.88,50.56,14.56,1.88,0,0,2,0,0,3,0,4,2,6.21,25.37,11.84,5.07,14.7,16.39,15.13,14.98,8.36,3,"somewhat low social index, average migration rate",Tegel Süd,West 1 - Tegel-Süd/Flughafensee,Reinickendorf
250,4500937,121,148,7,0,72,36,4,114,3,34,5,44.16,13.07,4.71,6.8,64.77,1.88,98.63,1.05,72.06,3.13,5.82,9.61,0.81,-0.9,-1.05,69.49,27.98,2.52,2.54,0,0,1,1,2,1,0,35,3,18.64,35.89,8.93,4.3,14.07,5.08,7.34,28.65,4.67,2,"average social index, average migration rate",Halensee,Halensee,Charlottenburg-Wilmersdorf
251,3400830,117,26,0,1,32,16,2,42,12,7,0,19.69,10.5,1.68,20.19,66.12,1.64,45.42,0.45,29.35,4.39,8.29,18.82,1.18,-0.02,2.04,87.82,7.11,5.07,2.51,0,0,2,1,1,6,0,21,9,21.27,41.68,10.8,3.11,12.84,2.47,9.38,29.12,1.41,0,"high social index, low migration rate",Kissingenviertel,Pankow Süd,Pankow
252,3500936,80,35,3,3,39,17,0,324,5,9,2,20.9,10.29,1.73,21.11,63.25,0.56,44.57,0.24,22.31,3.78,7.95,15.56,0.48,-0.33,1.67,57.16,23.76,19.09,5.82,0,1,1,1,0,5,0,29,14,19.53,41.16,6.7,3.66,12.11,2.16,11.18,27.2,2.52,0,"high social index, low migration rate",Komponistenviertel Weißensee,Weißensee,Pankow
253,10200420,84,13,1,1,11,10,0,317,11,6,3,24.98,8.62,2.55,38.33,65.45,0.0,0.01,0.09,6.07,8.06,21.22,48.57,2.61,0.28,2.77,7.94,90.86,1.19,2.6,0,1,1,1,4,0,0,17,8,2.58,29.8,10.16,3.83,25.53,2.66,12.74,24.42,1.03,3,"somewhat low social index, average migration rate",Gut Hellersdorf,Hellersdorf Nord,Marzahn-Hellersdorf
254,1200517,191,157,7,11,79,48,2,387,8,61,12,57.62,14.51,6.7,4.55,59.17,1.19,86.92,0.84,52.3,8.46,21.91,58.7,1.58,-3.56,-8.48,83.03,12.65,4.32,1.12,0,1,3,0,3,5,1,71,6,13.2,34.73,10.83,5.42,4.68,9.21,20.31,20.84,4.81,1,"very low social index, very high migration rate",Huttenkiez,Moabit West,Mitte
255,4300619,105,104,7,3,40,32,3,174,5,29,3,45.52,13.07,4.71,6.8,64.77,1.89,98.67,1.06,72.07,4.25,9.5,21.89,0.75,-0.62,-0.51,38.43,59.97,1.6,2.47,0,4,3,0,1,3,1,40,2,13.96,32.22,9.29,5.65,12.59,8.83,9.76,24.73,6.22,2,"average social index, average migration rate",Alt-Lietzow,Otto-Suhr-Allee/Kantstraße,Charlottenburg-Wilmersdorf
256,6100205,98,26,1,1,25,16,1,69,3,6,2,33.68,10.8,2.01,1.41,67.92,0.99,55.18,0.97,60.43,4.14,7.52,17.7,1.1,-0.74,-0.55,39.86,49.62,10.52,3.77,0,1,2,1,2,1,0,13,2,14.41,34.22,11.89,6.38,8.44,12.83,7.91,22.57,7.66,2,"average social index, average migration rate",Südende,Albrechtstraße,Steglitz-Zehlendorf
257,4300624,184,326,14,3,63,44,2,183,7,53,11,46.28,13.07,4.71,6.8,64.77,1.89,98.67,1.06,72.07,3.3,6.03,14.5,0.97,-0.19,0.48,67.78,28.95,3.27,2.1,0,2,3,2,1,1,0,19,7,23.92,36.32,5.08,5.56,6.67,6.16,7.63,34.31,3.35,2,"average social index, average migration rate",Savignyplatz,Otto-Suhr-Allee/Kantstraße,Charlottenburg-Wilmersdorf
258,10200419,55,9,1,1,12,6,0,127,1,5,1,24.99,8.62,2.55,38.33,65.45,0.0,0.0,0.09,6.07,5.93,16.25,34.07,-0.55,-7.59,-14.9,0.0,99.99,0.01,2.11,0,1,1,1,2,0,0,12,6,2.59,29.81,10.16,3.83,25.52,2.66,12.74,24.41,1.03,3,"somewhat low social index, average migration rate",Havelländer Ring,Hellersdorf Nord,Marzahn-Hellersdorf
259,4200207,126,22,2,2,5,23,0,136,4,3,5,38.6,0.99,0.23,0.34,70.52,0.03,3.37,0.07,6.14,0.46,1.54,3.16,-0.08,0.16,-0.58,70.74,24.29,4.97,11.91,0,0,2,2,0,5,2,13,3,25.42,39.6,5.54,1.75,9.38,3.72,5.95,36.57,3.03,0,"high social index, low migration rate",Eichkamp,Heerstraße,Charlottenburg-Wilmersdorf
260,2200211,143,185,11,8,41,38,1,180,7,50,2,41.84,14.08,5.39,5.55,63.67,2.43,123.94,0.63,47.28,4.62,9.85,17.35,1.26,-0.36,-1.69,89.04,8.91,2.06,4.73,0,1,4,1,3,1,0,48,4,26.24,35.67,3.6,2.23,2.81,19.84,6.14,27.04,6.28,2,"average social index, average migration rate",Chamissokiez,Tempelhofer Vorstadt,Friedrichshain-Kreuzberg
261,3601141,36,118,7,3,68,23,8,158,8,40,2,32.75,10.49,0.63,15.44,61.3,1.29,84.7,0.69,66.05,3.09,5.57,9.68,0.96,-0.56,1.12,95.98,2.68,1.34,2.08,0,0,5,0,0,1,0,49,9,31.48,47.88,6.61,2.1,9.13,2.96,7.24,28.88,1.81,2,"average social index, average migration rate",Arnimplatz,Prenzlauer Berg Nordwest,Pankow
262,11401137,92,14,0,3,24,19,0,651,36,5,7,28.78,9.49,2.04,31.11,61.22,0.82,38.51,0.21,20.71,6.47,14.01,38.09,1.18,-0.9,-2.53,18.81,72.3,8.89,6.23,0,0,3,1,3,1,1,15,6,4.36,21.62,6.99,6.57,24.06,2.94,14.1,27.95,2.76,3,"somewhat low social index, average migration rate",Erieseering,Friedrichsfelde Süd,Lichtenberg
263,10100311,149,19,1,3,21,24,0,354,12,3,1,29.55,7.22,1.03,35.25,70.51,0.2,12.66,0.06,3.44,5.95,7.45,9.24,1.85,0.91,0.09,32.56,33.99,33.44,1.91,0,2,2,1,0,2,0,16,20,6.64,26.78,7.63,14.23,16.43,1.95,5.55,30.04,5.02,2,"average social index, average migration rate",Marzahner Chaussee,Marzahn Süd,Marzahn-Hellersdorf
